title,channel,video_url,views,likes,comments,publishedAt,duration
DES INCONNUS SE MOQUENT DE MOI,SQUEEZIE,https://www.youtube.com/watch?v=QjMss3eAQN8,7905622,385166,10985,2018-10-31T17:11:43Z,PT10M11S
UN MYSTÈRE NON RÉSOLU,SQUEEZIE,https://www.youtube.com/watch?v=Z4O0pieCzws,13278370,595824,25061,2018-10-18T17:45:31Z,PT10M11S
JE NE DEVRAIS PAS EN PARLER,SQUEEZIE,https://www.youtube.com/watch?v=qJUw6HuF-Xk,12790910,551616,11133,2018-10-14T14:14:02Z,PT12M23S
CE JEU DEVRAIT ÊTRE INTERDIT !!!,SQUEEZIE,https://www.youtube.com/watch?v=wK_JMe8F4Ug,7737602,441080,20990,2018-10-09T17:51:02Z,PT10M16S
JE SURPRENDS 8 ABONNÉS AUTOUR DU MONDE ❤️🌍,SQUEEZIE,https://www.youtube.com/watch?v=XhM4uHNewAE,16239494,597367,41784,2018-10-04T16:00:56Z,PT1H5M46S
ON ESSAYE DES OBJETS « FARCES ET ATTRAPES » (ft McFly & Carlito),SQUEEZIE,https://www.youtube.com/watch?v=5b8WRVDNC9A,22584608,663053,23707,2018-09-28T17:52:55Z,PT10M26S
3 SCANDALES SUR SQUEEZIE...,SQUEEZIE,https://www.youtube.com/watch?v=KBfqmalp5xo,20083382,683679,21401,2018-09-24T17:13:02Z,PT10M52S
UNE AFFREUSE DÉCOUVERTE...,SQUEEZIE,https://www.youtube.com/watch?v=3A4RAbWnvVM,14917686,635200,30911,2018-09-19T16:08:14Z,PT14M38S
J'AI RENCONTRÉ MON SOSIE !,SQUEEZIE,https://www.youtube.com/watch?v=BPrE5QEsugQ,19989732,874299,25985,2018-09-14T17:11:15Z,PT10M46S
UNE ÉTRANGE CHAÎNE YOUTUBE...,SQUEEZIE,https://www.youtube.com/watch?v=bgluUp8VbaA,12667679,573914,43938,2018-09-09T11:44:43Z,PT15M36S
JE LIS DES CRITIQUES...,SQUEEZIE,https://www.youtube.com/watch?v=DY1IRXQH8fk,8123848,520441,23710,2018-09-05T18:01:07Z,PT12M2S
SQUEEZIE - PAS TOUT SEUL,SQUEEZIE,https://www.youtube.com/watch?v=R3Phv3h7GaA,9988861,788237,58534,2018-08-31T16:31:10Z,PT4M15S
À BIENTÔT ✌🏻,SQUEEZIE,https://www.youtube.com/watch?v=-ro7ZbLHVV8,4981796,408839,36237,2018-08-07T17:03:53Z,PT7M2S
3 RÉVÉLATIONS SUR SQUEEZIE,SQUEEZIE,https://www.youtube.com/watch?v=Uk7qtMV6HUM,18412936,701726,63972,2018-08-03T17:21:48Z,PT11M28S
MES 3 HISTOIRES D’HORREUR PRÉFÉRÉES,SQUEEZIE,https://www.youtube.com/watch?v=8YthjFKYpTY,16423723,620229,54903,2018-07-28T13:05:42Z,PT14M
CECI EST UNE FOIRE AUX QUESTIONS #2 (FAQ Squeezie),SQUEEZIE,https://www.youtube.com/watch?v=I3TzYJqVsxM,6544094,370486,27541,2018-07-22T16:13:52Z,PT13M51S
VOUS N'ALLEZ PAS FERMER L’ŒIL DE LA NUIT...,SQUEEZIE,https://www.youtube.com/watch?v=0GroFwBjZYs,15235797,584232,44581,2018-07-18T15:21:28Z,PT11M38S
LES PHOTOS DE MOI PETIT ET INNOCENT #2,SQUEEZIE,https://www.youtube.com/watch?v=HiCdWuMWYV0,9650592,436082,13872,2018-07-15T09:00:18Z,PT11M22S
LES ERREURS D’INGÉNIEURS...,SQUEEZIE,https://www.youtube.com/watch?v=QiDH3fWEDVU,33819460,730508,18165,2018-07-11T18:18:28Z,PT10M4S
NOTRE AMITIÉ SURVIVRA-T-ELLE ?!,SQUEEZIE,https://www.youtube.com/watch?v=r1uBR-2ZqJc,9642543,318846,7996,2018-07-07T16:33:45Z,PT16M44S
MES CHERS COMPATRIOTES...,SQUEEZIE,https://www.youtube.com/watch?v=fiNTJfBO5Y0,13268553,541897,24193,2018-07-03T18:05:19Z,PT14M23S
UNE HISTOIRE PARANORMALE...,SQUEEZIE,https://www.youtube.com/watch?v=6y5OUaMpCAA,15121228,635118,48846,2018-06-29T17:04:44Z,PT11M27S
CE JEU DÉTRÔNERA FORTNITE ! (non),SQUEEZIE,https://www.youtube.com/watch?v=2A0B2EgrtPE,11628525,469467,20004,2018-06-25T19:14:37Z,PT10M27S
LES AVIONS NOUS EMPOISONNENT-ILS ?,SQUEEZIE,https://www.youtube.com/watch?v=h_4Ve5B6nPc,7458917,368039,20432,2018-06-19T17:01:59Z,PT10M11S
LE TEST POUR ENTRER AU FBI (100% officiel),SQUEEZIE,https://www.youtube.com/watch?v=w_Be3vFdbCo,12738607,460957,20774,2018-06-16T16:43:53Z,PT12M44S
UNE AFFAIRE INQUIÉTANTE...,SQUEEZIE,https://www.youtube.com/watch?v=kWLViAbabpM,14040018,729217,50089,2018-06-13T16:24:43Z,PT8M52S
UNE HISTOIRE ANGOISSANTE...,SQUEEZIE,https://www.youtube.com/watch?v=3kPUyFEOMGM,18864529,660673,58041,2018-06-01T18:55:59Z,PT15M49S
J'AI RETROUVÉ MA CHAÎNE SECONDAIRE...,SQUEEZIE,https://www.youtube.com/watch?v=TurkUzz2uqI,10575301,507969,17229,2018-05-28T17:30:02Z,PT14M50S
QUI POSSÈDE LE MEILLEUR JOUET ? (ft Maxenss & Seb),SQUEEZIE,https://www.youtube.com/watch?v=0lAWLb1tv8s,15996949,466115,14872,2018-05-25T16:30:22Z,PT13M47S
CETTE NUIT VOUS NE DORMIREZ PAS,SQUEEZIE,https://www.youtube.com/watch?v=fZhIovdr8tM,16166478,597526,63834,2018-05-21T16:53:53Z,PT10M16S
LES STARS SONT-ELLES DES CLONES ?,SQUEEZIE,https://www.youtube.com/watch?v=86mpIs7_DpQ,10182915,403327,21477,2018-05-10T16:59:51Z,PT10M55S
UNE VIDÉO PAS DRÔLE MAIS INTÉRESSANTE #2,SQUEEZIE,https://www.youtube.com/watch?v=AFOB6NRugTA,5990776,332700,11647,2018-05-07T17:00:00Z,PT11M5S
SQUEEZIE - FREESTYLE DE POTES (ft Seb & Maxenss),SQUEEZIE,https://www.youtube.com/watch?v=Of_ERZE21hw,17743896,573053,46371,2018-05-04T16:38:33Z,PT4M53S
UN MESSAGE VOCAL FLIPPANT...,SQUEEZIE,https://www.youtube.com/watch?v=C-6FGEkeUag,14644013,589578,94140,2018-04-16T16:50:37Z,PT8M33S
Un message sincère,SQUEEZIE,https://www.youtube.com/watch?v=RDBprxmdKRQ,4634858,573188,61816,2018-04-14T15:35:23Z,PT7M38S
LE DERNIER CHALLENGE DU TOP 1...,SQUEEZIE,https://www.youtube.com/watch?v=VbvaPGLvmnI,6927912,288871,10640,2018-04-12T17:57:25Z,PT9M34S
LA VIDÉO COMME EN 2013,SQUEEZIE,https://www.youtube.com/watch?v=EuEXlALlCjE,5714100,310298,16619,2018-04-09T18:20:27Z,PT10M3S
"LE PLUS GROS CACHE-CACHE DE FRANCE ! (ft Carlito, Maxenss, Léo)",SQUEEZIE,https://www.youtube.com/watch?v=jq_8rxMaltw,23566910,1001405,37357,2018-04-02T18:02:26Z,PT19M34S
LES ROBOTS VONT-ILS DOMINER LE MONDE ?,SQUEEZIE,https://www.youtube.com/watch?v=HPM5FsypbM0,8135014,374767,19980,2018-03-30T17:05:14Z,PT11M5S
COMMENT S'OCCUPER D'UN BÉBÉ ?,SQUEEZIE,https://www.youtube.com/watch?v=il2XBlPuOi8,12573533,383795,14359,2018-03-27T17:55:29Z,PT10M5S
SUPPORTEREZ-VOUS CES IMAGES ?,SQUEEZIE,https://www.youtube.com/watch?v=PeLBnv-PUck,11280447,442769,112350,2018-03-24T17:01:26Z,PT10M53S
IL VA CHANGER VOTRE VIE SENTIMENTALE...,SQUEEZIE,https://www.youtube.com/watch?v=HgpVwGQszrQ,7075504,324746,10838,2018-03-21T18:26:11Z,PT10M31S
NOS SOUVENIRS SONT-ILS RÉELS ?,SQUEEZIE,https://www.youtube.com/watch?v=VnD8UUdekeo,8606344,388916,26200,2018-03-17T18:26:35Z,PT10M6S
COMMENT RÉUSSIR SUR YOUTUBE ?,SQUEEZIE,https://www.youtube.com/watch?v=RmuowP5HiAc,7054486,512057,31610,2018-03-09T17:15:17Z,PT8M8S
JE ME BALADE SUR VRCHAT #2 (w/ Amixem),SQUEEZIE,https://www.youtube.com/watch?v=iCYO-lhDwqg,8596007,387828,7778,2018-03-02T17:11:38Z,PT12M11S
LES PETITES ANNONCES AMÉRICAINES #2,SQUEEZIE,https://www.youtube.com/watch?v=3qXRYIdEHTU,6611880,263977,7817,2018-02-26T18:35:55Z,PT8M33S
SQUEEZIE - TOP 1,SQUEEZIE,https://www.youtube.com/watch?v=uGSu6mhk3RQ,50527229,975032,61490,2018-02-19T18:17:06Z,PT2M44S
JE ME BALADE SUR VRChat #1,SQUEEZIE,https://www.youtube.com/watch?v=6sRmWKMUofk,10699805,456178,27101,2018-02-14T18:25:31Z,PT10M56S
LA VÉRITÉ SUR MAXENSS ET MOI...,SQUEEZIE,https://www.youtube.com/watch?v=WzKusbeJti0,8077797,379032,22134,2018-02-12T17:00:11Z,PT10M41S
LE SQUEEZIE COMEDY CLUB,SQUEEZIE,https://www.youtube.com/watch?v=ADiZAwzA1TE,5969309,288650,13779,2018-02-03T17:01:01Z,PT10M36S
JE TESTE L'INTELLIGENCE DE MON CHIEN,SQUEEZIE,https://www.youtube.com/watch?v=hNS43l4qXvg,11760440,409133,17218,2018-01-31T12:02:35Z,PT9M7S
JE VOUS PIÈGE INCOGNITO,SQUEEZIE,https://www.youtube.com/watch?v=knf0PIXHFpg,13115867,545670,21652,2018-01-26T18:46:19Z,PT7M15S
LES PETITES ANNONCES AMÉRICAINES,SQUEEZIE,https://www.youtube.com/watch?v=sOoTg6ihsZM,8499015,327169,7021,2018-01-17T19:15:52Z,PT8M5S
JE PENSAIS ME DÉTENDRE...,SQUEEZIE,https://www.youtube.com/watch?v=l9FDSxN0mUc,14450607,444402,10769,2018-01-14T18:15:58Z,PT9M28S
J'AI CHANGÉ DE MÉTIER !,SQUEEZIE,https://www.youtube.com/watch?v=WqYCv4jry7U,8050579,409340,20292,2018-01-12T18:35:20Z,PT12M21S
CES 6 DERNIERS MOIS SUR YOUTUBE,SQUEEZIE,https://www.youtube.com/watch?v=yWAcSmtDr5U,3774269,323603,19672,2018-01-04T19:40:15Z,PT11M35S
J'AI RETROUVÉ MES DESSINS D'ENFANCE,SQUEEZIE,https://www.youtube.com/watch?v=oQEG2ALOCes,10529401,412145,14623,2017-12-29T17:19:17Z,PT7M48S
10 YOUTUBEUSES 1 CHALLENGE,SQUEEZIE,https://www.youtube.com/watch?v=T-7XRt4CxSw,12844165,430532,19208,2017-12-26T16:06:02Z,PT9M38S
ON A PLEURÉ DE RIRE ! (avec Cyprien & Seb),SQUEEZIE,https://www.youtube.com/watch?v=ePia7XI_1Ac,11992432,377535,6200,2017-12-23T16:16:31Z,PT15M6S
QUAND J’ÉTAIS ENFANT,SQUEEZIE,https://www.youtube.com/watch?v=OuwY9RJtB-I,16834736,578820,19596,2017-12-17T14:06:43Z,PT8M1S
J'AI REÇU UN COLIS ÉTRANGE...,SQUEEZIE,https://www.youtube.com/watch?v=vMyvqDdFfcU,9996466,390606,8985,2017-12-14T18:03:50Z,PT9M11S
1 CHALLENGE 10 YOUTUBEURS,SQUEEZIE,https://www.youtube.com/watch?v=wHTIs_pii8M,16287680,606057,21938,2017-12-11T16:24:33Z,PT11M43S
VOS MEILLEURES CRÉATIONS !,SQUEEZIE,https://www.youtube.com/watch?v=tnzYQfuRNy0,10074400,349536,7534,2017-12-08T18:45:15Z,PT12M1S
LE VRAI VISAGE DE NATSU,SQUEEZIE,https://www.youtube.com/watch?v=Snt5cBMw3IQ,26345216,663588,33685,2017-12-06T16:41:11Z,PT8M58S
LA VIDÉO DE LA NOSTALGIE,SQUEEZIE,https://www.youtube.com/watch?v=-0JHLsGYKGs,9216738,362813,27323,2017-12-02T18:51:26Z,PT10M10S
JE TRAITE MA PHOBIE...,SQUEEZIE,https://www.youtube.com/watch?v=e05rwHCTps0,16351963,462302,67606,2017-11-29T18:42:14Z,PT10M52S
CE JEU ME TRANSFORME EN SAIYAN,SQUEEZIE,https://www.youtube.com/watch?v=tbL61OdF8No,20150659,498526,19854,2017-11-27T18:20:34Z,PT8M12S
QUAND J’ÉTAIS ADOLESCENT,SQUEEZIE,https://www.youtube.com/watch?v=JHDDkxLsYDw,23253498,709164,24261,2017-11-24T17:42:29Z,PT10M2S
CETTE VIDÉO EST TRAGIQUE,SQUEEZIE,https://www.youtube.com/watch?v=54c_2LID52s,8946097,361469,13680,2017-11-22T17:32:46Z,PT8M3S
SQUEEZIE - FREESTYLE DE L'AUTODÉRISION,SQUEEZIE,https://www.youtube.com/watch?v=gN_L27itbTA,21799515,782784,46686,2017-11-18T19:14:12Z,PT2M25S
JE SORS UN LIVRE !,SQUEEZIE,https://www.youtube.com/watch?v=h2l8hC6hdlA,3478376,229121,10299,2017-11-16T16:16:30Z,PT4M17S
19 MINUTES DE SUSPENS,SQUEEZIE,https://www.youtube.com/watch?v=Ka7F4wf7O28,8288343,375640,15278,2017-11-14T17:53:33Z,PT19M6S
LES PIRES DOUBLAGES FRANÇAIS,SQUEEZIE,https://www.youtube.com/watch?v=exMNBvwCfRY,15894249,492451,17361,2017-11-10T18:25:25Z,PT10M33S
"1 MOIS APRÈS, JE REVOIS MON CHIEN",SQUEEZIE,https://www.youtube.com/watch?v=J4euyCeAtkM,22163749,674129,45451,2017-11-04T17:40:31Z,PT10M7S
JOUER À CE JEU = PERDRE UN AMI,SQUEEZIE,https://www.youtube.com/watch?v=BVgXJ69Fzj8,6187620,237695,5958,2017-10-31T16:41:56Z,PT7M6S
LEQUEL D'ENTRE NOUS EST...?,SQUEEZIE,https://www.youtube.com/watch?v=Nx_-ZJPJiEI,16040821,459320,12004,2017-10-28T17:53:23Z,PT9M11S
LE JEU DE MON ENFANCE,SQUEEZIE,https://www.youtube.com/watch?v=P_EJ051o8yQ,13464185,427156,18228,2017-10-25T15:43:31Z,PT8M48S
VOUS ALLEZ FINIR EN SUEUR,SQUEEZIE,https://www.youtube.com/watch?v=ZNoc9utfbpg,9915000,345283,11914,2017-10-23T16:10:27Z,PT11M5S
JE PIÈGE MES ABONNÉS SUR OMEGLE,SQUEEZIE,https://www.youtube.com/watch?v=f7E3EVpjjSo,11400750,519046,17108,2017-10-20T17:09:54Z,PT9M9S
SQUEEZIE VS NATURE,SQUEEZIE,https://www.youtube.com/watch?v=aTQZEP10BSo,5232046,242380,8045,2017-10-13T17:12:58Z,PT11M42S
VOUS NE DEVEZ PAS QUITTER LA VIDÉO,SQUEEZIE,https://www.youtube.com/watch?v=IhrcSaDesUA,11458654,443956,23589,2017-10-11T17:28:24Z,PT10M26S
J'AI FAILLI LE DÉSINSTALLER DE RAGE (Fangame #fin),SQUEEZIE,https://www.youtube.com/watch?v=HuZTZzVvZ1E,6194288,286716,7737,2017-10-08T17:34:01Z,PT8M27S
UN ABONNÉ M'A ENVOYÉ SON JEU,SQUEEZIE,https://www.youtube.com/watch?v=GGePC2J42WU,7852497,320936,9788,2017-10-07T15:08:07Z,PT10M20S
DANS UNE MINE 90 MÈTRES SOUS TERRE (vlog Canada #fin),SQUEEZIE,https://www.youtube.com/watch?v=JiuVSNualmE,2892271,190041,8500,2017-10-03T15:36:38Z,PT8M49S
SQUEEZIE - FREESTYLE DU DICO (ft Bigflo & Oli),SQUEEZIE,https://www.youtube.com/watch?v=fwKSENnZ7oM,47099107,1124710,55968,2017-09-30T16:43:40Z,PT3M8S
ON RE-FAIT UNE MUSIQUE EN 1H ! (ft Bigflo & Oli),SQUEEZIE,https://www.youtube.com/watch?v=CK1lGDlnR2I,13922253,629459,21810,2017-09-29T17:20:19Z,PT12M8S
ON ESSAYE DES OBJETS ÉTRANGES #2,SQUEEZIE,https://www.youtube.com/watch?v=qhPe8imp1XM,38466123,810841,27438,2017-09-27T17:50:55Z,PT10M49S
J'ADOPTE UN CHIEN !,SQUEEZIE,https://www.youtube.com/watch?v=Ga8Wfy-dTCQ,20835478,789607,61560,2017-09-23T15:52:58Z,PT9M35S
CET HOMME FRÔLE LA NOYADE (Vlog Canada #2),SQUEEZIE,https://www.youtube.com/watch?v=mz6qQALSzSA,4691591,238429,9778,2017-09-20T15:21:34Z,PT13M53S
J'AI EU LA PEUR DE MA VIE (Vlog Canada #1),SQUEEZIE,https://www.youtube.com/watch?v=oXmo946xIYA,6215328,256354,13343,2017-09-16T15:26:12Z,PT14M12S
"CETTE VIDÉO = RIRE ILLIMITÉ (avec McFly, Carlito & Maxenss)",SQUEEZIE,https://www.youtube.com/watch?v=vUO1RDgkVgE,18809090,502885,26868,2017-09-14T17:35:38Z,PT17M2S
LA VIDÉO PAS DRÔLE MAIS INTÉRESSANTE,SQUEEZIE,https://www.youtube.com/watch?v=6xqPKUx1WOI,9575272,486089,13806,2017-09-11T16:35:58Z,PT13M36S
VOS MEILLEURS MONTAGES PHOTO #2,SQUEEZIE,https://www.youtube.com/watch?v=2BWX2lWY584,14833722,432410,8699,2017-09-05T16:24:32Z,PT7M9S
COMMENT SÉDUIRE UNE FILLE ?,SQUEEZIE,https://www.youtube.com/watch?v=dqve5hStevY,7323248,350506,12750,2017-09-03T11:26:13Z,PT9M18S
ESSAYEZ DE TROUVER LE PAYS CORRESPONDANT,SQUEEZIE,https://www.youtube.com/watch?v=QEeta0MRv4s,8040492,278091,16513,2017-08-31T16:41:32Z,PT8M34S
VOS DESSINS LES PLUS FOUS !,SQUEEZIE,https://www.youtube.com/watch?v=us4byQZ3wtE,18988019,518352,20333,2017-08-28T17:53:13Z,PT12M21S
J'INFILTRE UN RÉSEAU D'ARNAQUEURS,SQUEEZIE,https://www.youtube.com/watch?v=U-9rn56VY-E,27396202,959266,40834,2017-08-22T17:14:59Z,PT10M2S
JE LANCE MON RÉSEAU SOCIAL (Startup Company),SQUEEZIE,https://www.youtube.com/watch?v=L0VexU10ZZo,5646236,257952,6369,2017-08-20T17:29:03Z,PT9M6S
UNE HISTOIRE INATTENDUE...,SQUEEZIE,https://www.youtube.com/watch?v=9RkpIrYsIf4,4293905,240759,11359,2017-08-17T18:53:19Z,PT8M25S
CE NIVEAU M'A RENDU DINGUE,SQUEEZIE,https://www.youtube.com/watch?v=XnjSNdSv7EQ,8408999,307718,14263,2017-08-15T17:00:01Z,PT7M31S
JE DÉCOUVRE MES ORIGINES...,SQUEEZIE,https://www.youtube.com/watch?v=xrkmdXyOaHg,7115047,330651,14890,2017-08-11T16:24:58Z,PT6M20S
SQUEEZIE : LES MEILLEURS MOMENTS,SQUEEZIE,https://www.youtube.com/watch?v=wQ62355LXd8,4361950,202912,4927,2017-08-08T16:04:43Z,PT10M15S
MON TATOUAGE DU CANADA,SQUEEZIE,https://www.youtube.com/watch?v=1_73cJ65MMs,3677085,195050,13041,2017-08-04T16:17:06Z,PT2M50S
LE PIRE SITE D'IMAGES TÉLÉCHARGEABLES,SQUEEZIE,https://www.youtube.com/watch?v=SQrCA0OOc20,7437671,270893,6423,2017-08-01T16:18:06Z,PT6M44S
SAVEZ-VOUS VRAIMENT PARLER FRANÇAIS ?,SQUEEZIE,https://www.youtube.com/watch?v=o5PioDAAW00,5180822,236092,8509,2017-07-29T15:45:54Z,PT7M42S
LES MEILLEURS MONTAGES PHOTO DE MOI,SQUEEZIE,https://www.youtube.com/watch?v=D9dl0Wyusok,10653832,419849,7089,2017-07-24T17:14:14Z,PT5M37S
CET OBJET NOUS A RENDUS FOUS,SQUEEZIE,https://www.youtube.com/watch?v=I6eHRMbd47s,23863010,594831,16483,2017-07-22T16:28:35Z,PT10M56S
À QUOI RESSEMBLAIT YOUTUBE IL Y A 6 ANS ?,SQUEEZIE,https://www.youtube.com/watch?v=tKSudPji8aU,8640154,354104,10527,2017-07-20T16:12:23Z,PT8M35S
Je ne me forcerai plus...,SQUEEZIE,https://www.youtube.com/watch?v=WzKAujAqFGw,4038351,405361,45220,2017-07-18T18:12:27Z,PT6M21S
CONNAISSEZ-VOUS VRAIMENT VOS AMIS ?,SQUEEZIE,https://www.youtube.com/watch?v=vMFTD21xyEk,18843932,538472,10954,2017-07-16T18:04:30Z,PT8M3S
ON FAIT UNE MUSIQUE EN 1H (ft Bigflo & Oli),SQUEEZIE,https://www.youtube.com/watch?v=iXuFg3wv1AA,24719445,771123,35148,2017-07-14T18:17:20Z,PT10M37S
J'ESSAYE DES OBJETS ÉTRANGES,SQUEEZIE,https://www.youtube.com/watch?v=6wMids1hD4U,13993664,456518,9397,2017-07-12T17:29:19Z,PT8M54S
TU CRIES TU PERDS CHALLENGE,SQUEEZIE,https://www.youtube.com/watch?v=CwADxbEAVnU,10988445,389414,42592,2017-07-11T17:24:05Z,PT12M21S
DEVINEZ LE PRIX DE CES OBJETS,SQUEEZIE,https://www.youtube.com/watch?v=2qN5Qhh-KZI,5558733,220910,5269,2017-07-09T15:51:51Z,PT9M11S
OÙ EST SQUEEZIE ?,SQUEEZIE,https://www.youtube.com/watch?v=Md8HdIT10ag,4743153,194957,6007,2017-07-07T16:27:51Z,PT6M57S
J'AI PRIS LA GROSSE TÊTE...,SQUEEZIE,https://www.youtube.com/watch?v=qmhlAi6hETI,11455980,425710,13368,2017-07-05T18:56:23Z,PT6M43S
MAKING OF - PLACEMENTS DE PRODUITS,SQUEEZIE,https://www.youtube.com/watch?v=p17z7K7CdVo,5175563,283361,8164,2017-07-03T16:15:54Z,PT8M2S
SQUEEZIE - PLACEMENTS DE PRODUITS (ft Maxenss),SQUEEZIE,https://www.youtube.com/watch?v=oFMh23ez5gw,39736588,981302,59591,2017-07-01T15:00:40Z,PT4M24S
"ON JOUE À ""TA MÈRE EN SLIP"" ! (avec Natoo, Cyprien & Julfou)",SQUEEZIE,https://www.youtube.com/watch?v=ZffTU2-koX8,9139402,309046,6683,2017-06-30T17:12:03Z,PT12M24S
CHOISIREZ-VOUS LA VIE OU LA MORT ?,SQUEEZIE,https://www.youtube.com/watch?v=y32mIxeOjP4,6464273,255373,7697,2017-06-28T15:19:26Z,PT8M23S
CES 365 DERNIERS JOURS SUR YOUTUBE,SQUEEZIE,https://www.youtube.com/watch?v=EvWKe0epXLk,4519555,411488,31287,2017-06-25T17:47:26Z,PT15M3S
J'ESSAYE DES LUNETTES ANTI-DALTONISME,SQUEEZIE,https://www.youtube.com/watch?v=_-K2gDm44zM,6514491,292179,8546,2017-06-20T17:11:22Z,PT7M55S
MA NOUVELLE CARRIÈRE,SQUEEZIE,https://www.youtube.com/watch?v=WFhwah3HxyU,11148997,318618,6799,2017-06-17T17:19:32Z,PT7M12S
LE MEILLEUR JEU ENTRE AMIS #2,SQUEEZIE,https://www.youtube.com/watch?v=lXxFBNo6Im8,8472860,320501,6684,2017-06-16T16:49:21Z,PT8M15S
CECI TRANSFORME TON DESSIN EN PHOTO #2,SQUEEZIE,https://www.youtube.com/watch?v=jvS4ACdE3Yw,6787792,240339,5217,2017-06-13T17:21:29Z,PT6M31S
LES JEUX QUAND T'AVAIS 8 ANS,SQUEEZIE,https://www.youtube.com/watch?v=h60xnxUmDiQ,10427198,333633,10479,2017-06-11T15:32:14Z,PT7M26S
LE MEILLEUR JEU ENTRE AMIS,SQUEEZIE,https://www.youtube.com/watch?v=P8PI1HqhxWw,15013312,472489,8531,2017-06-09T15:44:24Z,PT7M49S
LA VISITE GUIDÉE DE SQUEEZIE,SQUEEZIE,https://www.youtube.com/watch?v=kB7xcPqYHWQ,6828345,251232,10942,2017-06-07T16:38:03Z,PT7M32S
LES VIDÉOS DE MOI PETIT ET INNOCENT,SQUEEZIE,https://www.youtube.com/watch?v=sMnoK9JxZOQ,13415742,458759,12894,2017-06-06T18:19:43Z,PT8M54S
LES NOUVEAUX SITES WEB DU FUTUR,SQUEEZIE,https://www.youtube.com/watch?v=nAeITInLlww,8148311,262468,4914,2017-06-03T16:30:28Z,PT7M53S
JE SUIS DALTONIEN ! (pour de vrai),SQUEEZIE,https://www.youtube.com/watch?v=bSf6l6-7gwM,8523350,350627,41640,2017-05-31T16:13:27Z,PT6M33S
L'HISTOIRE D'UN MEC QUI VEUT PÉCHO...,SQUEEZIE,https://www.youtube.com/watch?v=LQT5Xhwc5JE,8181224,279181,6046,2017-05-27T16:19:04Z,PT9M19S
MON FRÈRE M'HUMILIE EN VIDÉO,SQUEEZIE,https://www.youtube.com/watch?v=Si6Dk2RwLDo,9300313,334066,7307,2017-05-26T16:06:18Z,PT7M33S
QUELLE NOTE A VOTRE CERVEAU ?,SQUEEZIE,https://www.youtube.com/watch?v=z7UnSnHqCAs,4509013,181767,5257,2017-05-24T17:29:22Z,PT6M52S
LES CHAÎNES YOUTUBE JAPONAISES,SQUEEZIE,https://www.youtube.com/watch?v=N_aMDX9LZmA,10107586,366382,12200,2017-05-23T17:19:04Z,PT9M12S
T'AS CHANGÉ SQUEEZIE (MUSIQUE),SQUEEZIE,https://www.youtube.com/watch?v=SG5c8fUS9c4,6339538,261111,14142,2017-05-20T17:18:14Z,PT3M54S
LA BRIGADE HAND SPINNER,SQUEEZIE,https://www.youtube.com/watch?v=OLGskr4Gzak,4459279,233812,11356,2017-05-19T16:29:16Z,PT2M10S
LES PIRES MONTAGES PHOTO,SQUEEZIE,https://www.youtube.com/watch?v=iB0DxwQEgmc,11857074,377764,7983,2017-05-17T17:58:06Z,PT7M
ESSAYEZ DE TROUVER LE NOM DE LA VILLE,SQUEEZIE,https://www.youtube.com/watch?v=6ID6Tu60JoQ,5022857,237574,8216,2017-05-16T17:25:12Z,PT7M23S
JE NE DÉCEVRAI PAS MON PEUPLE,SQUEEZIE,https://www.youtube.com/watch?v=y5mAYy8shXM,7849245,282577,6328,2017-05-14T15:18:39Z,PT8M17S
ESSAYEZ DE DEVINER LA LANGUE UTILISÉE,SQUEEZIE,https://www.youtube.com/watch?v=jUuP-qbpKd0,4480854,221014,11622,2017-05-12T16:28:59Z,PT7M45S
SQUEEZIE EST-IL NUL AUX JEUX VIDÉO ?,SQUEEZIE,https://www.youtube.com/watch?v=HxIogmldWoY,6006772,255110,10154,2017-05-10T17:31:04Z,PT7M20S
MANQUER DE PQ OU MANQUER DE DENTIFRICE ?,SQUEEZIE,https://www.youtube.com/watch?v=rvEwXV6UPRQ,15563271,400001,20338,2017-05-07T16:35:50Z,PT7M25S
LE PIRE MOMENT DU JEU (Outlast 2 fin),SQUEEZIE,https://www.youtube.com/watch?v=0K-SL7KIfM8,4002111,201188,13077,2017-05-06T16:21:49Z,PT45M8S
LE GÉNIE DU NOPE QUIZ !,SQUEEZIE,https://www.youtube.com/watch?v=F28eaPwJc-4,8672869,297027,6398,2017-05-05T15:48:38Z,PT9M5S
NE REGARDEZ PAS SANS COUCHE (Outlast 2 #5),SQUEEZIE,https://www.youtube.com/watch?v=r_vs7SG-bIM,3308740,125205,11456,2017-05-04T18:50:08Z,PT44M1S
LA CHANSON DU BRUIT (MUSIQUE),SQUEEZIE,https://www.youtube.com/watch?v=826VU7XSwOg,6295453,268470,20434,2017-05-03T16:47:33Z,PT2M48S
VISITE D'UN HÔPITAL ABANDONNÉ EN PLEINE FORÊT,SQUEEZIE,https://www.youtube.com/watch?v=WUTQACMsezw,5288193,236850,22601,2017-05-02T16:24:33Z,PT15M29S
VOUS N'OSEZ PLUS CLIQUER ?.. (Outlast 2 #4),SQUEEZIE,https://www.youtube.com/watch?v=6hjuhhmcIHE,3027926,127725,11419,2017-05-01T16:28:32Z,PT34M2S
DÉSHABILLER POUR SAUVER LE MONDE (Jeu incroyable),SQUEEZIE,https://www.youtube.com/watch?v=DzTNUn7AzGQ,8446118,230542,5524,2017-04-30T17:21:39Z,PT9M27S
